København,Borups Allé,212,etage:st dør:th,2400
København,Albaniensgade,6,etage:st dør:tv,2300
Aarhus,Møddebro Parkvej,127,,8355
København,Bredahlsvej,8,etage:2 dør:tv,2500
København,Borgm Christiansensg,6,etage:2 dør:tv,2450
Skanderborg,Knudsvej,29A,,8680
København,Adelgade,19,etage:1,1304
Assens,Nellikevej,20,,5610
København,Bispeparken,6,etage:3 dør:th,2400
København,Amagerbrogade,29,etage:5 dør:th,2300
København,Alléen,5,etage:st dør:102,2200
Viborg,Hf. Skovly,14,,8800
København,Baggesensgade,1,etage:1 dør:tv,2200
København,Amagerbrogade,210B,etage:1,2300
København,Baldersgade,18,etage:st dør:2,2200
København,Bremensgade,45,etage:3 dør:tv,2300
København,Bomsluttervej,4,etage:1 dør:th,2400
København,Arresøgade,26,etage:3 dør:tv,2200
København,Bispebjerg Bakke,26A,etage:2 dør:th,2400
København,Bremensgade,75B,etage:1 dør:th,2300
København,Amagerbrogade,116,etage:st,2300
København,Baldersgade,40,etage:4 dør:tv,2200
Aalborg,Annebergvej,193,,9000
København,Backersvej,111,,2300
København,Jagtvej,66,etage:3 dør:2,2200
København,Borups Allé,192,etage:st dør:tv,2400
København,Blågårdsgade,22,etage:2 dør:tv,2200
København,Bangsbovej,58,,2720
København,Aggersvoldvej,2,etage:st dør:tv,2700
København,Borgbjergsvej,5,etage:4 dør:tv,2450
København,Amagertorv,8A,,1160
København,Arildsgård,27,etage:2 dør:th,2700
Jammerbugt,Kattedamsvej,18B,,9440
København,Lindholmsvej,4A,,2700
København,Aggersvoldvej,7A,etage:1 dør:tv,2700
København,Blågårdsgade,24,,2200
København,Abel Cathrines Gade,27,etage:1 dør:tv,1654
København,Bramslykkevej,12,etage:2 dør:tv,2500
København,Bjelkes Allé,50,etage:1 dør:th,2200
København,Ahlefeldtsgade,23,etage:2 dør:tv,1359
Vordingborg,Klintholm Havneby,24F,,4791
København,Adelgade,62,etage:2 dør:th,1304
København,Boyesgade,17,etage:st dør:th,1622
Herning,Sdr. Ommevej,4B,,6933
København,Amagerbrogade,131,etage:3 dør:th,2300
Skive,Ulvevej,24C,,7800
København,Birketinget,14,etage:2 dør:2,2300
Viborg,Vindumvej,146S,,8840
København,Blågårdsgade,21,etage:4 dør:th,2200
København,Borups Allé,223,etage:st dør:126,2400
København,Bobakken,25,etage:3 dør:th,2720
København,Lyngholmvej,29A,,2720
København,Bjørnsonsvej,79,etage:st dør:tv,2500
København,Bisiddervej,8,etage:2 dør:th,2400
København,Broagergade,2,etage:2 dør:tv,1672
København,Amerikavej,11,,1756
Høje-Taastrup,Lindehaven,115,etage:2 dør:9,2630
København,Astrupvej,66,etage:st dør:1,2700
København,Amagerbrogade,97,etage:st dør:4,2300
København,Bellahøjvej,8B,etage:3 dør:th,2700
København,Bjelkes Allé,2A,etage:st,2200
København,Hf. Kalvebod,116,,2450
Vallensbæk,Vallensbæk Stationst,91,,2665
København,Bremensgade,30,etage:2 dør:th,2300
København,Blegdamsvej,29A,etage:5 dør:609,2100
København,Borgervænget,9B,,2100
København,Amsterdamvej,17,etage:1 dør:tv,2300
København,Banebrinken,99,etage:3 dør:83,2400
Sønderborg,Grundtvigsparken,23,,6400
København,Bellmansgade,40,etage:1 dør:th,2100
København,Ahlefeldtsgade,25,etage:2 dør:tv,1359
Tønder,Ved Vidåen,8,,6270
København,Sigynsgade,52,etage:3 dør:tv,2200
Hvidovre,Hf. Dahlia,99,,2650
København,Amagerfælledvej,50B,etage:4 dør:408,2300
København,Borgbjergsvej,60,etage:1 dør:tv,2450
København,Arkonagade,15,etage:5 dør:th,1726
København,Absalonsgade,13,etage:st dør:th,1658
København,Bellmansgade,15,etage:5 dør:th,2100
København,Borgmester Jensens A,31A,etage:4 dør:1,2100
København,A.F. Beyers Vej,13,etage:3 dør:2,2720
København,Amagerfælledvej,6,etage:st dør:tv,2300
Viborg,Hf. Skovly,83,,8800
Aarhus,Gøteborg Allé,5H,etage:st dør:3,8200
København,Th Bindesbølls Plads,4,etage:2 dør:mf,1799
København,Strandlodsvej,11K,etage:4 dør:th,2300
Odense,Holkebjergvej,87D,,5250
København,Amagerbrogade,84,etage:st dør:2,2300
København,Teglholmsgade,36,etage:4 dør:14,2450
København,Brobergsgade,8,etage:1 dør:th,1427
Esbjerg,Sønderparken,57,,6740
København,Bredgade,63,,1260
København,Borgervænget,5A,etage:2 dør:4,2100
København,Amagerbrogade,202,etage:st dør:1,2300
København,Amagerbrogade,26,,2300
København,Birkegade,21,etage:st dør:tv,2200
København,Aggersborggade,6,etage:4 dør:tv,2100
København,Bregnegangen,46,,2300
København,Bjelkes Allé,3,etage:st dør:th,2200
København,Jagtvej,111L,etage:1 dør:13,2200
København,Amaliegade,24,etage:5 dør:th,1256
København,Bellmansgade,15,etage:4 dør:tv,2100
Nyborg,Hulvejen,14,,5853
København,Amagerbrogade,92,etage:kl dør:2,2300
København,Blankavej,19,etage:st dør:th,2500
København,Husumgade,44B,etage:3 dør:6,2200
København,Bornholmsgade,6,etage:5 dør:tv,1266
Hvidovre,Hf. Svarø,86,,2650
København,Amagerfælledvej,45,etage:st dør:th,2300
København,Borgergade,30,,1300
København,Bjelkes Allé,26,etage:1 dør:56,2200
Assens,Torvegade,1L,,5690
København,Absalonsgade,30B,etage:4 dør:th,1658
København,Bredahlsvej,12,etage:1,2500
Gentofte,Kildegårdsvej,18D,,2900
København,Banefløjen,2,etage:st dør:tv,2700
Odense,Killerupgade,16S, dør:tv,5220
København,Arendalsgade,5,etage:5 dør:tv,2100
København,Amagerfælledvej,83,etage:2 dør:th,2300
København,H.C. Andersens Boul,37,etage:4 dør:th,1553
København,Borgbjergsvej,27,etage:4 dør:th,2450
København,Bremensgade,51,etage:st dør:th,2300
København,Birkedommervej,10,etage:2 dør:th,2400
København,Bjelkes Allé,22,etage:2 dør:28,2200
København,Artillerivej,112,etage:st dør:th,2300
København,Amagerbrogade,258,etage:1 dør:3,2300
København,Amaliegade,13E,etage:st,1256
København,Amager Strandvej,162,,2300
København,Amagerbrogade,223,etage:st dør:3,2300
Syddjurs,Nannas Vænge,8,etage:st,8543
København,Teglholmsgade,36,etage:2 dør:5,2450
København,Birkedommervej,31,etage:st dør:th,2400
København,Athensvej,32,,2300
København,Bellahøjvej,127,etage:2,2720
København,Blegdamsvej,12B,etage:1 dør:th,2200
København,Sigynsgade,28,etage:4 dør:mf,2200
Aalborg,Marshalls Alle,5,etage:5 dør:4,9220
København,Bogholder Allé,30,etage:2 dør:tv,2720
Assens,Østergade,7B, dør:3,5492
København,Bredahlsvej,17,etage:st dør:tv,2500
København,Borgbjergsvej,25,etage:3 dør:tv,2450
Svendborg,Tværvej,2,,5771
København,Bjørneklovej,4,etage:st dør:3,2300
København,A.F. Beyers Vej,17,etage:3 dør:5,2720
Skanderborg,Mølleparken,1,etage:1 dør:3,8660
København,Hf. Sydgrænsen,15,,2770
København,Borups Allé,245,etage:1 dør:th,2400
Aarhus,Fyrrevej,18,,8250
København,H.C. Andersens Boul,43,etage:3 dør:th,1553
Slagelse,Vejsgård Alle,5,,4241
København,Alsgade,15,etage:1 dør:102,1764
København,Borgmester Jensens A,12,etage:st dør:th,2100
København,Assensgade,14,etage:4 dør:tv,2100
Egedal,Stenhøjvej,1D,,3650
København,Bjergstedvej,13,etage:1 dør:302,2700
København,Bartholinsgade,13,etage:kl dør:tv,1356
København,Amagerbrogade,145,etage:4 dør:tv,2300
København,Arne Jacobsens Allé,11F,etage:9 dør:8,2300
Fredensborg,Teglbakken,123,,2990
København,Amagertorv,8,etage:st,1160
København,Bregnerødgade,10,etage:1 dør:th,2200
København,V.A. Borgens Vej,7,etage:st dør:th,2450
Holbæk,Myntehaven,3,,4520
Horsens,Hvidtjørnen,7,,8700
Aarhus,Åparken,5,etage:4 dør:3,8000
Aarhus,Gøteborg Allé,5N,etage:2 dør:13,8200
Herning,Fuglsang Toft,4A,etage:4 dør:15,7400
København,Amaliegade,31,etage:2,1256
København,Bellahøjvej,153,etage:1 dør:tv,2720
København,Amagerbrogade,31,etage:3 dør:tv,2300
København,Australiensvej,12,etage:4 dør:th,2100
København,Blegdamsvej,126,etage:3 dør:tv,2100
København,Bredgade,36E,etage:1,1260
København,Asger Rygs Gade,4,etage:1 dør:tv,1727
Roskilde,Trekroner Centervej,79B,etage:1 dør:3,4000
København,Bogtrykkervej,6,etage:3 dør:tv,2400
København,Bagerstræde,3A,etage:3,1617
København,Amagerbrogade,78,etage:1 dør:tv,2300
København,A. Bournonvilles Pas,5,etage:4,1055
Herning,Racefjerkræhaven,38,,7400
København,Broagergade,1,etage:1 dør:tv,1672
København,Brigadevej,50,etage:st dør:123,2300
København,Borups Allé,235B,etage:2 dør:th,2400
København,Amagerfælledvej,28,etage:4 dør:th,2300
Randers,Kavalerivej,15,etage:st dør:mf,8930
København,Amagerfælledvej,17,etage:3 dør:th,2300
Frederikshavn,Golfhaven,4,,9900
København,Bevtoftgade,7,etage:2 dør:tv,1736
Brønderslev,Asaa Havn,79,,9340
Bornholm,Genvej,4, dør:82,3770
København,Birkedommervej,84,etage:4 dør:tv,2400
København,Borups Allé,190,etage:st dør:tv,2400
København,Amagerbrogade,140,etage:1 dør:tv,2300
Vejle,Katrinelund,38,,7120
Fredericia,Skullebjergvej,32B,etage:st dør:tv,7000
København,Birketinget,2A,etage:st dør:th,2300
København,Sibeliusgade,17,etage:3 dør:tv,2100
København,Broagergade,3,etage:4 dør:tv,1672
København,Amagerbrogade,238A,etage:4 dør:th,2300
København,Artillerivej,144,etage:4 dør:th,2300
København,Admiralgade,15,etage:kl,1066
Haderslev,Gammel Havvej,7,,6100
København,Else Alfelts Vej,81,etage:6 dør:mf,2300
København,Boeslundevej,57,,2700
København,Borgbjergsvej,41,etage:2 dør:tv,2450
Høje-Taastrup,Lindehaven,115,etage:2 dør:6,2630
København,Amagerfælledvej,23,etage:1 dør:tv,2300
København,Arnesvej,27,etage:st dør:tv,2700
Herlev,Mileparken,22B,,2730
København,Amagerbrogade,138,etage:2 dør:th,2300
København,Bredgade,25B,etage:3,1260
Vejle,Møllegade,3C,,7323
Mariagerfjord,Høders Vej,48,,9500
København,Bredgade,78,etage:1,1260
København,Bispebjerg Bakke,18G,etage:1 dør:th,2400
København,Amaliegade,15,etage:1,1256
Mariagerfjord,Hvilhøjvej,33,,9500
København,M. Luther Kings Vej,17,etage:4 dør:2,2450
København,Adelgade,6A,etage:3 dør:th,1304
København,Artillerivej,60,etage:5 dør:tv,2300
København,Blegdamsvej,108,etage:kl,2100
København,Strandlodsvej,11K,etage:3 dør:mf,2300
København,Abel Cathrines Gade,23,etage:6,1654
Odense,Søndergårds Haver,155,,5220
København,Backersvej,129,,2300
København,Bellmansgade,23,etage:5 dør:th,2100
København,Amagerbrogade,169,etage:3 dør:th,2300
København,Admiralgade,17,etage:3 dør:tv,1066
Nordfyns,Pilegårdsvænget,15,,5471
København,Bogtrykkervej,10,etage:4 dør:th,2400
København,Blommehaven,23,,2500
Guldborgsund,Nystedvej,2,,4800
Gentofte,Sognevej,1,etage:2 dør:402,2820
København,Blegdamsvej,16E,etage:3 dør:50,2200
København,H.C. Andersens Boul,11,etage:5 dør:1,1553
København,Bavnehøj Allé,9,etage:3 dør:tv,2450
København,Birkegade,15,etage:st dør:th,2200
København,Arnesvej,1B,etage:1 dør:th,2700
København,Ahornsgade,21,etage:1 dør:tv,2200
København,Borgbjergsvej,36,etage:st,2450
København,Blegdamsvej,114A,etage:st,2100
København,Bredegrund,1,etage:5 dør:th,2300
København,Banebrinken,99,etage:3 dør:81,2400
Gribskov,Bygmarken,33F, dør:24,3220
København,Bremerholm,1,,1069
København,Bispebjerg Bakke,3,etage:1 dør:108,2400
Aarhus,Skt. Pauls Gade,27C,etage:2 dør:th,8000
Jammerbugt,Egebæksvej,10D,,9492
København,Axel Heides Gade,8B,etage:st dør:mf,2300
København,Aggersvoldvej,15,etage:2 dør:tv,2700
København,Bellahøjvej,127,etage:1 dør:th,2720
Jammerbugt,Nicolajs Have,9,,9430
København,Center Boulevard,5A,,2300
København,Bellmansgade,42,etage:2 dør:th,2100
København,Bremensgade,31,etage:4 dør:th,2300
Glostrup,Yasmin-Rose Stien,7,,2600
København,Bergthorasgade,46,etage:st dør:th,2300
København,Absalonsgade,13,etage:1 dør:tv,1658
København,Absalonsgade,25,etage:3 dør:2,1658
København,Borups Allé,229,etage:st dør:th,2400
København,Blegdamsvej,118,etage:5 dør:35,2100
København,Amagerbrogade,11,etage:st dør:tv,2300
København,Bredgade,36,etage:3,1260
Aarhus,Byhøjdalen,60,,8380
København,Baggesensgade,13,,2200
København,Borgmester Jensens A,8,etage:3 dør:th,2100
Køge,Solsikkestien,26,,4600
København,Borgbjergsvej,19,etage:3 dør:th,2450
København,Bispebjerg Bakke,18H,etage:st dør:th,2400
København,Baldersgade,8A,etage:1 dør:th,2200
København,Amagerfælledvej,7,,2300
Varde,Skovkanten,6,,6870
København,Bogfinkevej,19,etage:1 dør:tv,2400
Aarhus,Frederiks Plads,16,etage:1 dør:10,8000
København,Biens Allé,6,,2300
København,Borgbjergsvej,22,etage:1 dør:th,2450
København,Bredgade,76D,etage:st,1260
Syddjurs,Mosevej,1B,,8544
København,Bangsbovej,9,,2720
København,Badstuestræde,9,etage:1 dør:3,1209
København,Borgm Christiansensg,11,etage:2 dør:th,2450
København,Borgervænget,5A,etage:2 dør:2,2100
København,Borups Allé,182,etage:2 dør:th,2400
København,Bispebjergvej,43,etage:st dør:th,2400
København,Bjergvænget,6,etage:2 dør:tv,2400
København,Beldringevej,5,,2700
København,August Wimmers Vej,16,etage:2 dør:5,2500
København,Blegdamsvej,28F,etage:1,2200
København,Axel Heides Gade,20,etage:3 dør:mf,2300
København,Borups Allé,249D,etage:2 dør:tv,2400
København,Amagerfælledvej,95,etage:st dør:th,2300
København,Baldersgade,45,etage:1 dør:th,2200
København,Bellmansgade,13,etage:4 dør:th,2100
København,Alléen,4,etage:1 dør:205,2200
København,Amagerbrogade,248,etage:st dør:2,2300
København,Artillerivej,63,etage:st dør:1a,2300
Frederikssund,Skelbæk,2B,etage:st,3600
København,Bodenhoffs Plads,7,etage:st dør:93,1430
København,Amagerbrogade,295,etage:2 dør:th,2300
København,Bispebjergvej,53,,2400
Frederiksberg,Peter Bangs Vej,7A,etage:st,2000
København,Borgmestervangen,10,,2200
København,Boeslundevej,14A,,2700
København,Borgmester Jensens A,27A,etage:st dør:tv,2100
København,Bavnehøj Allé,5,etage:4 dør:tv,2450
København,Birkedommervej,72,etage:1 dør:tv,2400
København,Bredgade,25E,etage:4,1260
København,Arne Jacobsens Allé,11D,etage:2 dør:3,2300
København,Borgergade,91,etage:st dør:tv,1300
København,Bogfinkevej,2,etage:2 dør:tv,2400
København,Bremensgade,53,etage:4 dør:th,2300
København,Birkegade,4,etage:kl dør:th,2200
København,Blegdamsvej,29A,etage:2 dør:302,2100
København,Andreas Bjørns Gade,4,etage:2 dør:th,1428
København,Borgervænget,5,etage:2,2100
København,Belfastvej,12B,,2300
København,Birmavej,23,,2300
Faaborg-Midtfyn,Søvej,28D,etage:1 dør:32,5750
København,Bevtoftgade,8,etage:4 dør:th,1736
København,Arkonagade,13,etage:1 dør:tv,1726
København,Blåmunkevej,35,etage:2 dør:tv,2400
Aalborg,Fanøgade,8,,9000
København,Amagerbrogade,219,etage:3 dør:th,2300
København,Amagerbrogade,62,etage:4 dør:47,2300
København,Adelgade,8,etage:st,1304
Aarhus,Egå Marina,775,,8250
Glostrup,Vestergårdsvej,80,,2600
København,Arkonagade,23,etage:1 dør:tv,1726
København,Annebergvej,9,etage:1 dør:tv,2700
København,Artillerivej,56,etage:2 dør:th,2300
Odense,Gyldenhøjen,1,,5260
København,Blekingegade,2,etage:3 dør:th,2300
Frederikssund,Rønøvej,7,,3630
Odense,Hans Jensens Stræde,45,,5000
København,Borups Allé,14,etage:4 dør:tv,2200
København,Sigynsgade,20,etage:1 dør:th,2200
København,Asminderødgade,1,etage:1 dør:th,2200
København,Borgbjergsvej,23,etage:kl dør:tv,2450
Helsingør,Borsholmvej,39B,,3000
København,Borgmester Jensens A,6,etage:1 dør:th,2100
København,Bevtoftgade,6A,etage:2 dør:tv,1736
København,Amagerbrogade,163,etage:st,2300
København,Blankavej,19,etage:2 dør:tv,2500
København,Arnestedet,11,etage:2 dør:tv,2720
København,Bremerholm,26,etage:4 dør:tv,1069
København,Birketinget,2C,etage:1 dør:312,2300
København,Sundkaj,115,etage:4 dør:th,2150
København,Borgbjergsvej,36,,2450
København,Anker Heegaards Gade,8,etage:1,1572
København,Backersvej,16,etage:st dør:2,2300
København,Amagerfælledvej,50A,etage:2 dør:209,2300
København,Amagertorv,29,,1160
København,Boeslundevej,51,,2700
København,Beatevej,30,etage:1 dør:3,2500
København,Blegdamsvej,74F,etage:1 dør:tv,2100
Aarhus,Højlundsparken,5,,8355
København,Borups Allé,17,etage:3 dør:tv,2200
København,Amager Strandvej,26,,2300
København,Birkegade,15A,etage:2 dør:th,2200
København,Amerikavej,8,,1756
Aarhus,Dagmar Petersens G.,76,etage:st dør:th,8000
København,Bredgade,76,etage:kl dør:th,1260
København,Bispeparken,39,etage:2 dør:tv,2400
København,Amagerbrogade,12,etage:st dør:4,2300
København,Artillerivej,60,etage:4 dør:th,2300
København,Strandlodsvej,11K,etage:4 dør:tv,2300
København,Bergthorasgade,32,etage:3 dør:th,2300
København,Amagerbrogade,17,etage:st dør:2,2300
København,Amaliegade,31,,1256
København,Bregnerødgade,1A,etage:4 dør:tv,2200
Faxe,Havetoften,6A,,4690
København,Amaliegade,13A,etage:5,1256
København,Bakkevej,45,,2400
København,Borgergade,26,etage:3 dør:5,1300
Aalborg,Forchhammersvej,9H,etage:st dør:th,9000
København,Borups Allé,210,etage:2 dør:th,2400
København,Bragesgade,1,etage:3 dør:th,2200
København,Backersvej,45,etage:2 dør:mf,2300
København,Baggesensgade,6,etage:st dør:tv,2200
Aarhus,Frederiks Plads,16,etage:4 dør:1,8000
København,Richard Mortensens V,25A,etage:2 dør:mf,2300
København,Bangsbovej,30,,2720
København,Sibeliusgade,15,etage:2 dør:th,2100
Bornholm,Ølenevej,73,,3720
København,Bredgade,19E,etage:2 dør:th,1260
Gladsaxe,Kålhavevej,7,,2860
København,Blågårdsgade,29A,etage:5 dør:tv,2200
København,Arabiensvej,19,,2300
København,Axel Heides Gade,12,etage:5 dør:th,2300
København,Amagerbrogade,4,etage:1 dør:tv,2300
Hedensted,Horsensvej,29C,etage:1 dør:tv,8722
København,Brobergsgade,2,etage:1 dør:tv,1427
København,Amerikavej,3B,etage:3 dør:tv,1756
København,Amagerbrogade,164,etage:3 dør:th,2300
København,Astrupvej,52,,2700
København,Axel Heides Gade,26,etage:3 dør:mf,2300
København,Bredgade,23E,etage:3 dør:th,1260
København,Bellmansgade,11,etage:4 dør:th,2100
København,Blågårdsgade,11A,etage:1 dør:tv,2200
København,Adelgade,59,etage:5 dør:mf,1304
Skanderborg,Rådyrvej,18,,8660
København,Blågårds Plads,12,etage:st dør:th,2200
København,Aldersrogade,11,etage:2 dør:tv,2100
København,Else Alfelts Vej,31K,etage:1 dør:3,2300
København,Amagerbrogade,126,,2300
Vallensbæk,Hyrdeengen,93C,,2625
København,Blågårdsgade,26,etage:4 dør:30,2200
København,Blekingegade,1,etage:1 dør:th,2300
København,Artillerivej,137,,2300
København,Amaliegade,21C,etage:2,1256
Herning,Lillelundvej,21B,,7400
Sønderborg,Damgade,92A,,6400
København,Bispebjerg Parkallé,22,etage:1 dør:121,2400
København,Amagerbrogade,221,etage:st,2300
København,Borneovej,10,,2300
København,Amagerbrogade,9B,etage:3 dør:tv,2300
Albertslund,Roholmsvej,14A,etage:st,2620
København,Arkaderne,64,etage:2 dør:10,2700
København,Arildsgård,14,etage:st dør:tv,2700
Thisted,Knakvej,12,,7700
København,Bodilsgade,3,etage:5 dør:tv,1732
Hvidovre,Stamholmen,111L,,2650
København,Adelgade,117,etage:st,1304
København,Borups Allé,203,etage:3 dør:tv,2400
København,Bredgade,4,etage:st dør:1,1260
København,Birkedommervej,30,etage:4 dør:tv,2400
København,Asminderødgade,11,etage:3,2200
København,Bredahlsvej,8,etage:4 dør:th,2500
Nyborg,Hf. Skovly,285,,5800
København,Amagerbrogade,55,etage:1 dør:th,2300
København,Amaliegade,21C,etage:st dør:3,1256
København,Bredegrund,3,etage:3 dør:th,2300
København,Bellahøjvej,8A,etage:1 dør:th,2700
København,Bredgade,45A,etage:3 dør:tv,1260
København,Bergthorasgade,22,etage:3 dør:tv,2300
København,Amager Boulevard,120,etage:4 dør:th,2300
København,Amaliegade,45,etage:3 dør:th,1256
København,Blågårdsgade,44,etage:1 dør:th,2200
København,Blågårdsgade,17,etage:kl dør:3,2200
København,Bevtoftgade,3A,etage:st dør:th,1736
København,Birketinget,14,etage:3 dør:6,2300
Guldborgsund,Dannebrog,25,,4990
København,Arkonagade,14,etage:2 dør:th,1726
København,Amagerfælledvej,37,etage:3 dør:tv,2300
København,Bellahøjvej,44A,etage:7 dør:2,2700
København,Borneovej,8,,2300
København,Aggersborggade,8,etage:3 dør:th,2100
København,Asminderødgade,12,etage:st dør:th,2200
København,Ansgars Allé,6,,2500
Middelfart,Oddevejen,108, dør:108,5500
Silkeborg,Kastanievej,10B,,8653
København,Absalonsgade,5,etage:3,1658
København,Axel Heides Gade,18,etage:3 dør:tv,2300
Aarhus,Salamandervænget,82,,8260
