Veyrier,Chemin des Bûcherons,122,,1234
Thônex,Chemin du Petit-Bel-Air,125,,1226
Anières,Route d' Hermance,411,C,1247
Corsier GE,Route de Thonon,264,,1246
Cologny,Chemin de Ruth,122,C,1223
Satigny,Route du Mandement,116,,1242
Confignon,Chemin des Verjus,145,,1232
Collonge-Bellerive,Route de La-Capite,183,A,1222
Genève-Eaux-Vives,Rue des Eaux-Vives,102,,1207
Bernex,Route de Lully,133,,1233
Onex,Route de Chancy,155,,1213
Dardagny,Route du Mandement,453,,1283
Anières,Route d' Hermance,326,,1247
Dardagny,Route du Mandement,450,,1283
Bernex,Rue de Bernex,264,,1233
Thônex,Rue de Genève,127,,1226
Hermance,Route de Chevrens,246,,1248
Choulex,Route de Mon-Idée,114,,1244
Bernex,Rue de Bernex,228,,1233
Choulex,Route de Choulex,190,,1244
Collex-Bossy,Route de Collex,269,,1239
Vandoeuvres,Chemin des Hauts-Crêts,124,,1253
Chêne-Bougeries,Route de Malagnou,158,B,1224
Collonge-Bellerive,Route de Thonon,129,,1222
Collonge-Bellerive,Route de Thonon,102,,1222
Collonge-Bellerive,Route d' Hermance,189,,1245
Presinge,Route de Juvigny,120,,1254
Thônex,Chemin de la Mousse,103,,1226
Bernex,Route de Lully,123,,1233
Plan-les-Ouates,Route de Saint-Julien,152,,1228
Choulex,Route de Choulex,133,B,1244
Plan-les-Ouates,Route de Saconnex-d'Arve,287,,1228
Hermance,Route d' Hermance,527,,1248
Veyrier,Chemin des Marais,152,,1255
Perly-Certoux,Route de Saint-Julien,265,E,1258
Vernier,Route de Vernier,221,,1214
Gy,Route de Gy,120,,1251
Hermance,Route d' Hermance,463,,1248
Thônex,Avenue de Thônex,105,,1226
Gy,Route de Gy,156,,1251
Bernex,Route de Lully,115,,1233
Plan-les-Ouates,Chemin des Verjus,115,A,1228
Plan-les-Ouates,Route de Saint-Julien,185,,1228
Collex-Bossy,Route de Collex,172,,1239
Anières,Route d' Hermance,373,C,1247
Hermance,Route d' Hermance,542,,1248
Genève-Petit-Saconnex,Rue de Lausanne,141,,1202
Thônex,Chemin de la Mousse,111,,1226
Thônex,Chemin du Petit-Bel-Air,113,,1226
Satigny,Route du Mandement,133,,1242
Collonge-Bellerive,Route d' Hermance,113,,1245
Russin,Route du Mandement,350,,1281
Corsier GE,Route de Thonon,250,,1246
Bernex,Route de Lully,109,,1233
Plan-les-Ouates,Route de Saconnex-d'Arve,158,,1228
Genthod,Route de Lausanne,358,,1294
Plan-les-Ouates,Route de Saconnex-d'Arve,203,,1228
Collex-Bossy,Route de Vireloup,110,,1239
Genthod,Route de Lausanne,340,,1293
Plan-les-Ouates,Chemin des Verjus,103,,1228
Veyrier,Route de Veyrier,148,L,1234
Collex-Bossy,Route de Collex,169,,1239
Gy,Route de Bellebouche,117,,1251
Plan-les-Ouates,Chemin des Verjus,113,A,1228
Plan-les-Ouates,Route de Saint-Julien,137,,1228
Chêne-Bougeries,Route de Florissant,130,,1231
Hermance,Route de Chevrens,239,,1248
Plan-les-Ouates,Route de Saconnex-d'Arve,275,,1228
Cartigny,Route du Moulin-de-la-Ratte,124,B,1236
Plan-les-Ouates,Route de Saconnex-d'Arve,106,A,1228
Collex-Bossy,Route de Collex,178,,1239
Cologny,Route de La-Capite,111,,1223
Corsier GE,Route de Thonon,255,A,1246
Puplinge,Rue de Graman,100,,1241
Collonge-Bellerive,Route de La-Capite,153,,1222
Chêne-Bougeries,Route de Florissant,119,,1231
Gy,Route de Gy,173,,1251
Bernex,Rue de Bernex,411,,1233
Hermance,Route de Chevrens,246,,1248
Anières,Route d' Hermance,286,A,1247
Russin,Route du Mandement,357,,1281
Onex,Route du Grand-Lancy,143,,1213
Puplinge,Rue de Graman,101,A,1241
Jussy,Route de Presinge,150,,1254
Corsier GE,Route de Thonon,270,,1246
Collonge-Bellerive,Route d' Hermance,117,,1245
Bernex,Rue de Bernex,224,,1233
Bernex,Rue de Bernex,283,,1233
Anières,Route de Thonon,345,,1247
Collonge-Bellerive,Route de La-Capite,147,,1222
Hermance,Route d' Hermance,461,,1248
Dardagny,Route de La-Plaine,124,,1283
Satigny,Route d' Aire-la-Ville,119,,1242
Perly-Certoux,Route de Saint-Julien,263,,1258
Versoix,Route de l' Etraz,128,,1290
Anières,Route d' Hermance,379,,1247
Corsier GE,Route d' Hermance,225,G,1246
Chêne-Bourg,Route de Malagnou,265,,1225
Chêne-Bougeries,Route de Chêne,108,,1224
Bellevue,Chemin de la Chênaie,137,,1293
Collonge-Bellerive,Route d' Hermance,123,,1245
Plan-les-Ouates,Route de Saconnex-d'Arve,201,,1228
Veyrier,Chemin de Chantefleur,103,,1234
Versoix,Route de Sauverny,201,,1290
Choulex,Route de Choulex,131,,1244
Veyrier,Route de Veyrier,166,,1234
Bellevue,Route de Lausanne,288,,1293
Versoix,Route de l' Etraz,151,,1290
Russin,Route du Mandement,347,,1281
Satigny,Route d' Aire-la-Ville,215,,1242
Vernier,Route de Vernier,181,,1214
Plan-les-Ouates,Route de Saconnex-d'Arve,266,,1228
Chancy,Route de Bellegarde,115,,1284
Chêne-Bougeries,Route de Florissant,162,,1231
Chêne-Bougeries,Route de Florissant,133,,1231
Corsier GE,Route de Thonon,271,,1246
Vandoeuvres,Route de Mon-Idée,144,,1253
Bernex,Rue de Bernex,198,,1233
Genthod,Route de Lausanne,351,,1293
Chancy,Route de Bellegarde,121,,1284
Genève-Petit-Saconnex,Avenue d' Aïre,122,,1203
Hermance,Route de Chevrens,272,,1248
Jussy,Route de Bellebouche,156,,1254
Presinge,Route de Jussy,205,,1243
Anières,Route de Thonon,340,,1247
Satigny,Route du Mandement,125,,1242
Chêne-Bougeries,Chemin De-LA-MONTAGNE,108,,1224
Collex-Bossy,Route du Bois-des-Iles,109,,1290
Lancy,Route du Grand-Lancy,112,Q,1212
Genève-Petit-Saconnex,Rue de Lausanne,145,,1202
Versoix,Route des Fayards,197,,1290
Anières,Route d' Hermance,284,,1247
Plan-les-Ouates,Route de Saconnex-d'Arve,167,,1228
Chêne-Bougeries,Route de Chêne,131,,1224
Collonge-Bellerive,Route de La-Capite,185,A,1222
Bernex,Rue de Bernex,292,B,1233
Cologny,Route de La-Capite,101,,1223
Onex,Route du Grand-Lancy,177,,1213
Vernier,Route de Meyrin,181,G,1214
Veyrier,Chemin des Marais,161,E,1255
Corsier GE,Route d' Hermance,221,,1246
Bellevue,Route de Lausanne,318,,1293
Onex,Route de Chancy,158,,1213
Choulex,Route de Choulex,133,G,1244
Chêne-Bougeries,Route de Malagnou,172,A,1224
Russin,Route du Mandement,330,,1281
Bernex,Rue de Bernex,325,,1233
Perly-Certoux,Route de Saint-Julien,291,D,1258
Collex-Bossy,Route de Collex,209,,1239
Soral,Route de Soral,306,,1286
Meyrin,Route de Meyrin,375,,1217
Genève-Petit-Saconnex,Rue de Lyon,101,,1203
Collonge-Bellerive,Route d' Hermance,189,A,1245
Plan-les-Ouates,Route de Saint-Julien,160,,1228
Collonge-Bellerive,Route de La-Capite,183,,1222
Gy,Route de Gy,132,,1251
Dardagny,Route du Mandement,466,,1283
Plan-les-Ouates,Route de Saint-Julien,102,B,1228
Vandoeuvres,Route de Mon-Idée,179,,1253
Bernex,Rue de Bernex,200,,1233
Bernex,Rue de Bernex,353,,1233
Collex-Bossy,Route de Collex,157,,1239
Bernex,Route de Lully,141,,1233
Satigny,Route du Mandement,213,,1242
Vandoeuvres,Chemin des Hauts-Crêts,102,,1253
Collonge-Bellerive,Route de La-Capite,177,F,1222
Chêne-Bougeries,Route de Malagnou,195,,1224
Chêne-Bougeries,Route de Florissant,188,A,1231
Genève-Petit-Saconnex,Rue de Lyon,114,B,1203
Vandoeuvres,Route de La-Capite,124,,1253
Bernex,Rue de Bernex,269,,1233
Chêne-Bougeries,Route de Malagnou,193,,1224
Satigny,Route du Mandement,155,,1242
Dardagny,Route du Mandement,438,,1283
Hermance,Route de Chevrens,245,,1248
Onex,Chemin des Verjus,116,,1212
Chêne-Bougeries,Route de Malagnou,158,E,1224
Troinex,Route des Tournettes,120,,1256
Versoix,Route de Suisse,190,,1290
Vandoeuvres,Chemin des Princes,126,,1253
Bellevue,Route de Lausanne,312,,1293
Veyrier,Route de Veyrier,282,,1255
Choulex,Route de Choulex,110,,1244
Onex,Chemin François- CHAVAZ,111,,1213
Versoix,Route de Suisse,103,A,1290
Genève-Petit-Saconnex,Rue de Lausanne,125,,1202
Collonge-Bellerive,Route d' Hermance,137,,1245
Collonge-Bellerive,Route d' Hermance,145,A,1245
Genève-Eaux-Vives,Rue des Eaux-Vives,106,,1207
Collonge-Bellerive,Route d' Hermance,201,A,1245
Carouge,Route de Veyrier,100,,1227
Bardonnex,Route d' Annecy,261,B,1257
Bernex,Rue de Bernex,290,,1233
Bardonnex,Route de Cugny,101,,1257
Veyrier,Route du Pas-de-l'Echelle,102,B,1255
Gy,Route de Gy,144,,1251
Collonge-Bellerive,Route de Thonon,114,,1222
Hermance,Route d' Hermance,481,C,1248
Vernier,Route de Meyrin,181,F,1214
Satigny,Route du Mandement,237,,1242
Corsier GE,Route de Thonon,223,,1246
Hermance,Route d' Hermance,417,,1248
Onex,Route du Grand-Lancy,200,,1213
Collonge-Bellerive,Route de Thonon,133,,1222
Jussy,Route de Jussy,323,,1254
Anières,Route d' Hermance,401,,1247
Bardonnex,Route de Bardonnex,245,,1257
Chêne-Bougeries,Chemin De-LA-MONTAGNE,154,,1224
Bernex,Rue de Bernex,337,,1233
Presinge,Route de Juvigny,100,,1243
Bernex,Chemin des Curiades,129,,1233
Bardonnex,Route de Bardonnex,244,,1257
Bernex,Route de Soral,124,C,1233
Thônex,Chemin de la Mousse,113,,1226
Genève-Eaux-Vives,Route de Florissant,106,,1206
Plan-les-Ouates,Route d' Annecy,104,,1256
Anières,Route d' Hermance,284,A,1247
Anières,Route d' Hermance,279,,1247
Veyrier,Route de Veyrier,240,,1255
Anières,Route d' Hermance,322,,1247
Plan-les-Ouates,Route de Saconnex-d'Arve,243,,1228
Veyrier,Route de Veyrier,259,,1255
Hermance,Route d' Hermance,429,A,1248
Russin,Route du Mandement,359,,1281
Satigny,Route du Mandement,132,,1242
Hermance,Route d' Hermance,488,B,1248
Genève-Eaux-Vives,Route de Florissant,104,,1206
Corsier GE,Route d' Hermance,241,E,1246
Bernex,Route de Soral,132,,1233
Hermance,Route d' Hermance,481,A,1248
Bernex,Rue de Bernex,407,,1233
Vernier,Route de Meyrin,181,B,1214
Thônex,Chemin de la Mousse,103,C,1226
Thônex,Chemin du Petit-Bel-Air,131,,1226
Plan-les-Ouates,Route de Saint-Julien,148,,1228
Bernex,Rue de Bernex,276,B,1233
Genève-Petit-Saconnex,Avenue d' Aïre,117,,1203
Bardonnex,Route d' Annecy,233,,1257
Perly-Certoux,Route de Saint-Julien,296,,1258
Plan-les-Ouates,Route de Saint-Julien,119,,1228
Chêne-Bougeries,Route de Malagnou,147,,1224
Genève-Petit-Saconnex,Rue de Lausanne,121,,1202
Veyrier,Chemin des Rasses,102,,1255
Corsier GE,Route d' Hermance,210,,1246
Plan-les-Ouates,Route de Saconnex-d'Arve,245,,1228
Russin,Route du Mandement,333,,1281
Vernier,Route de Meyrin,181,C,1214
Perly-Certoux,Route de Saint-Julien,264,,1258
Genthod,Route de Lausanne,382,,1294
Meyrin,Avenue de Mategnin,109,B,1217
Veyrier,Route du Pas-de-l'Echelle,102,,1255
Hermance,Route de Chevrens,255,,1248
Anières,Route d' Hermance,385,,1247
Plan-les-Ouates,Route de Saconnex-d'Arve,247,,1228
Veyrier,Chemin des Marais,127,,1255
Versoix,Route de Suisse,154,,1290
Hermance,Route d' Hermance,512,,1248
Bernex,Rue de Bernex,294,,1233
Versoix,Route de Sauverny,223,,1290
Vernier,Route de Vernier,108,D,1219
Soral,Route de Rougemont,106,,1286
Pregny-Chambésy,Route de Lausanne,268,,1292
Pregny-Chambésy,Route de Lausanne,230,,1292
Perly-Certoux,Route de Saint-Julien,290,,1258
Grand-Saconnex,Route de Ferney,169,,1218
Plan-les-Ouates,Route de Saconnex-d'Arve,111,,1228
Bernex,Rue de Bernex,287,,1233
Confignon,Rue de Bernex,229,,1232
Hermance,Route d' Hermance,476,B,1248
Perly-Certoux,Route de Certoux,164,,1258
Plan-les-Ouates,Route de Saconnex-d'Arve,260,A,1228
Satigny,Route de Montfleury,102,,1214
Bernex,Chemin des Curiades,139,,1233
Chêne-Bougeries,Route de Florissant,182,,1231
Collonge-Bellerive,Route d' Hermance,118,,1245
Bernex,Rue de Bernex,260,,1233
Versoix,Route des Fayards,280,,1290
Bardonnex,Route d' Annecy,213,D,1257
Veyrier,Route de Veyrier,224,,1255
Vandoeuvres,Route de La-Capite,140,,1253
Bellevue,Chemin de la Chênaie,145,B,1293
Collonge-Bellerive,Route d' Hermance,203,A,1245
Bernex,Chemin de Saule,132,,1233
Confignon,Route de Chancy,211,,1232
Anières,Route d' Hermance,387,,1247
Corsier GE,Route d' Hermance,243,D,1246
Bernex,Rue de Bernex,413,,1233
Lancy,Route du Grand-Lancy,112,N,1212
Hermance,Route d' Hermance,429,,1248
Meyrin,Route de Meyrin,283,,1217
Anières,Route de Chevrens,134,A,1247
Bernex,Route de Soral,122,,1233
Veyrier,Chemin des Marais,161,H,1255
Dardagny,Route de La-Plaine,101,,1283
Plan-les-Ouates,Route d' Annecy,104,C,1256
Russin,Route du Mandement,313,,1281
Gy,Route de Bellebouche,103,,1251
Plan-les-Ouates,Route de Saconnex-d'Arve,299,,1257
Veyrier,Route de Veyrier,200,J,1234
Genthod,Route de Valavran,100,,1294
Veyrier,Route de Veyrier,180,D,1234
Hermance,Route d' Hermance,481,B,1248
Genève-Petit-Saconnex,Avenue d' Aïre,107,,1203
Chêne-Bougeries,Route de Florissant,173,,1231
Choulex,Route de La-Capite,184,,1244
Hermance,Route d' Hermance,511,,1248
Choulex,Route de Choulex,124,,1244
Corsier GE,Route d' Hermance,229,B,1246
Veyrier,Route de Veyrier,239,,1255
Perly-Certoux,Route de Certoux,148,,1258
Grand-Saconnex,Route de Ferney,149,C,1218
Anières,Route de Chevrens,121,,1247
Thônex,Rue de Genève,134,,1226
Meinier,Route de Choulex,220,,1244
Bernex,Route de Soral,160,,1233
Veyrier,Route de Veyrier,200,B,1234
Anières,Route de Chevrens,113,,1247
Perly-Certoux,Route de Saint-Julien,280,,1258
Veyrier,Route de Veyrier,274,,1255
Vandoeuvres,Route de Mon-Idée,183,,1253
Collex-Bossy,Route de Collex,270,,1239
Collonge-Bellerive,Route de Thonon,111,,1222
Jussy,Route de Bellebouche,154,,1254
Anières,Route d' Hermance,357,,1247
Bellevue,Chemin de la Chênaie,115,,1293
Veyrier,Route de Veyrier,214,,1255
Veyrier,Route du Pas-de-l'Echelle,112,A,1255
Genthod,Route de Lausanne,384,,1294
Vernier,Route d' Aïre,187,,1219
Bernex,Promenade de l' Aire,138,,1233
Choulex,Route de Choulex,144,,1244
Collonge-Bellerive,Route d' Hermance,164,,1245
Thônex,Rue de Genève,125,A,1226
Hermance,Route d' Hermance,478,C,1248
Meyrin,Chemin du Vieux-Bureau,117,,1217
Onex,Route de Chancy,147,,1213
Confignon,Rue de Bernex,217,,1232
Grand-Saconnex,Route de Ferney,207,,1218
Bellevue,Chemin des Mollies,110,,1293
Genève-Petit-Saconnex,Rue de Lyon,112,,1203
Veyrier,Route du Pas-de-l'Echelle,107,,1255
Collex-Bossy,Route de Collex,170,,1239
Céligny,Route des Coudres,205,,1298
Hermance,Route de Chevrens,260,,1248
Vernier,Route d' Aïre,170,,1219
Veyrier,Chemin des Marais,149,,1255
Cartigny,Route du Moulin-de-la-Ratte,116,A,1236
Plan-les-Ouates,Chemin de la Mère-Voie,109,,1228
Bellevue,Route de Lausanne,302,,1293
Onex,Route du Grand-Lancy,148,B,1213
Collonge-Bellerive,Chemin de Saint-Maurice,103,BIS,1245
Collonge-Bellerive,Route de Thonon,118,,1222
Confignon,Route de Chancy,191,A,1232
Meyrin,Route de Meyrin,301,,1217
Chêne-Bougeries,Route de Malagnou,170,A,1224
Bardonnex,Route d' Annecy,275,,1257
Chêne-Bougeries,Route de Malagnou,111,,1224
Perly-Certoux,Route de Saint-Julien,289,B,1258
Versoix,Route des Fayards,280,,1290
Hermance,Route d' Hermance,433,,1248
Genthod,Route de Lausanne,378,,1294
Chêne-Bougeries,Route de Malagnou,172,B,1224
Plan-les-Ouates,Route de Saint-Julien,190,,1228
Genthod,Route de Lausanne,346,,1293
Chêne-Bougeries,Route de Florissant,158,,1231
Vandoeuvres,Route de La-Capite,118,B,1253
Chêne-Bougeries,Route de Florissant,119,D,1231
Bernex,Route de Lully,119,BIS,1233
Onex,Route du Grand-Lancy,146,B,1213
Lancy,Route du Grand-Lancy,112,I,1212
Hermance,Route d' Hermance,488,,1248
Plan-les-Ouates,Route de Saconnex-d'Arve,248,,1228
Thônex,Rue de Genève,128,,1226
Vandoeuvres,Chemin des Hauts-Crêts,104,,1253
Anières,Route d' Hermance,305,,1247
Perly-Certoux,Route de Certoux,155,,1258
Genève-Petit-Saconnex,Rue de Lausanne,154,,1202
Bernex,Rue de Bernex,399,,1233
Plan-les-Ouates,Route de Saint-Julien,120,,1228
Hermance,Route d' Hermance,471,,1248
Gy,Route de Gy,165,A,1251
Satigny,Route de Peney,145,,1214
Vandoeuvres,Chemin des Hauts-Crêts,189,,1253
Perly-Certoux,Route de Saint-Julien,288,BIS,1258
Genève-Petit-Saconnex,Rue de Lausanne,115,,1202
Plan-les-Ouates,Route de Saint-Julien,169,,1228
Vandoeuvres,Chemin des Hauts-Crêts,191,,1253
Cartigny,Chemin du Moulin-de-Vert,198,,1236
Veyrier,Route de Vessy,107,A,1234
Anières,Route de Chevrens,160,,1247
Collonge-Bellerive,Route de La-Capite,268,,1222
Thônex,Route de Jussy,102,,1226
Genève-Petit-Saconnex,Avenue d' Aïre,113,,1203
Chêne-Bougeries,Route de Chêne,153,,1224
Grand-Saconnex,Route de Ferney,161,A,1218
Plan-les-Ouates,Route de Saint-Julien,104,,1228
Grand-Saconnex,Route de Ferney,149,I,1218
Plan-les-Ouates,Route de Saconnex-d'Arve,234,,1228
Thônex,Route de Jussy,122,,1226
Avusy,Route de Chancy,439,,1285
Perly-Certoux,Route de Saint-Julien,276,,1258
Thônex,Avenue de Thônex,107,,1226
Veyrier,Route du Pas-de-l'Echelle,100,,1255
Anières,Route d' Hermance,257,,1247
Bernex,Route de Soral,144,,1233
Hermance,Route d' Hermance,433,D,1248
Hermance,Route d' Hermance,486,E,1248
Veyrier,Route de Veyrier,263,,1255
Pregny-Chambésy,Chemin des Cornillons,102,,1292
Gy,Route de Gy,178,,1251
Bernex,Rue de Bernex,306,,1233
Vernier,Route de Meyrin,101,,1219
Presinge,Route de La-Louvière,100,,1243
Satigny,Route du Mandement,104,,1242
Versoix,Route de l' Etraz,138,,1290
Plan-les-Ouates,Route d' Annecy,114,,1256
Perly-Certoux,Route de Certoux,136,,1258
Plan-les-Ouates,Route de Saconnex-d'Arve,224,,1228
Veyrier,Route de Veyrier,210,,1255
Anières,Route de Chevrens,100,,1247
Vernier,Route d' Aïre,140,,1219
Genève-Plainpalais,Boulevard Carl- VOGT,101,,1205
Collonge-Bellerive,Route de La-Capite,149,,1222
Plan-les-Ouates,Route de Saint-Julien,165,,1228
Bernex,Chemin de Saule,109,,1233
Bellevue,Chemin des Mollies,122,,1293
Meyrin,Route de Meyrin,261,,1217
Chêne-Bougeries,Route de Malagnou,207,,1224
Corsier GE,Route d' Hermance,218,,1246
Onex,Route du Grand-Lancy,150,,1213
Perly-Certoux,Route de Saint-Julien,292,,1258
Genève-Petit-Saconnex,Avenue d' Aïre,128,,1203
Genève-Petit-Saconnex,Rue de Lausanne,192,,1202
Collonge-Bellerive,Chemin de Saint-Maurice,103,,1245
Collonge-Bellerive,Chemin du Petray,109,,1222
Collex-Bossy,Route de Vireloup,102,,1239
Lancy,Route du Grand-Lancy,100,BIS,1212
Thônex,Chemin de la Mousse,117,,1226
Anières,Route d' Hermance,407,,1247
Veyrier,Chemin des Marais,121,,1255
Genthod,Route de Lausanne,380,,1294
Perly-Certoux,Route de Saint-Julien,288,,1258
Hermance,Route de Chevrens,268,,1248
Thônex,Route de Jussy,110,,1226
Corsier GE,Route d' Hermance,223,BIS,1246
Thônex,Rue de Genève,111,,1226
Bernex,Rue de Bernex,357,,1233
Perly-Certoux,Route de Saint-Julien,289,A,1258
Vandoeuvres,Route de La-Capite,120,,1253
Genève-Petit-Saconnex,Rue de Lausanne,107,,1202
Bernex,Rue de Bernex,328,,1233
Chêne-Bougeries,Route de Malagnou,209,,1224
Dardagny,Route du Mandement,498,,1283
Versoix,Route de l' Etraz,186,,1290
Bellevue,Chemin de la Chênaie,145,,1293
Lancy,Route du Grand-Lancy,124,A,1212
Onex,Route de Chancy,151,,1213
Lancy,Rue des Bossons,102,,1213
Collonge-Bellerive,Route de La-Capite,143,,1222
Soral,Route de Soral,311,,1286
Versoix,Route de Suisse,143,,1290
Jussy,Route de Jussy,340,,1254
Vernier,Route d' Aïre,145,,1219
Plan-les-Ouates,Route de Saint-Julien,151,,1228
Genève-Petit-Saconnex,Avenue d' Aïre,126,,1203
Bellevue,Route de Lausanne,328,,1293
Confignon,Route de Chancy,189,B,1232
Bellevue,Route de Lausanne,292,,1293
Corsier GE,Route de Thonon,259,B,1246
Chêne-Bougeries,Route de Florissant,109,,1231
Bellevue,Route de Lausanne,288,A,1293
Chêne-Bougeries,Route de Malagnou,157,A,1224
Bardonnex,Route d' Annecy,122,,1257
Bardonnex,Route de Bardonnex,259,,1257
Thônex,Rue de Genève,152,,1226
Pregny-Chambésy,Chemin des Cornillons,104,,1292
Bernex,Rue de Bernex,300,,1233
Gy,Route de Gy,170,,1251
Grand-Saconnex,Route de Ferney,183,,1218
Plan-les-Ouates,Route de Saconnex-d'Arve,256,,1228
Onex,Route du Grand-Lancy,123,,1212
Jussy,Route de Jussy,334,,1254
Bernex,Promenade de l' Aire,112,,1233
Choulex,Chemin des Princes,141,,1244
Chêne-Bougeries,Route de Malagnou,158,A,1224
Plan-les-Ouates,Route de Saconnex-d'Arve,249,,1228
Bernex,Chemin de Saule,104,,1233
Thônex,Rue de Genève,121,,1226
Grand-Saconnex,Route de Ferney,149,A,1218
Corsier GE,Route d' Hermance,243,G,1246
Bardonnex,Route d' Annecy,200,,1257
Collonge-Bellerive,Route de Thonon,124,A,1222
Veyrier,Route de Veyrier,231,,1255
Versoix,Route de Suisse,192,,1290
Plan-les-Ouates,Route de Saint-Julien,165,C,1228
Vandoeuvres,Route de La-Capite,152,A,1253
Genève-Petit-Saconnex,Rue de Lausanne,139,,1202
Bellevue,Chemin des Mollies,118,,1293
Thônex,Chemin du Petit-Bel-Air,119,,1226
Confignon,Route de Chancy,177,,1232
Dardagny,Route du Mandement,555,,1283
Thônex,Chemin de la Mousse,131,,1226
Avusy,Route des Allues,100,,1285
Veyrier,Chemin des Marais,161,B,1255
Onex,Route de Chancy,102,,1213
Bernex,Rue de Bernex,350,,1233
Veyrier,Route de Veyrier,150,,1234
Onex,Chemin François- CHAVAZ,110,,1213
Genève-Petit-Saconnex,Rue de Lyon,116,,1203
Bernex,Rue de Bernex,311,,1233
Satigny,Route d' Aire-la-Ville,205,,1242
Veyrier,Route de Veyrier,238,,1255
Corsier GE,Route d' Hermance,222,B,1246
Veyrier,Route de Veyrier,200,A,1234
Anières,Route d' Hermance,344,,1247
Bernex,Rue de Bernex,240,,1233
Hermance,Route de Chevrens,252,,1248
Satigny,Route d' Aire-la-Ville,153,,1242
Satigny,Route du Mandement,223,,1242
Onex,Route du Grand-Lancy,175,,1213
Satigny,Route d' Aire-la-Ville,227,,1242
Grand-Saconnex,Route de Ferney,149,B,1218
Choulex,Route de Choulex,106,,1244
Satigny,Route d' Aire-la-Ville,210,,1242
