Appingedam,Solwerderweg,3,002,9901BR
Groningen,Robijnstraat,44,,9743KR
Groningen,Lindenlaan,31,,9713PD
Delfzijl,Zicht,45,,9932BM
Farmsum,Koestraat,23,B,9936CD
Delfzijl,Kustweg,18,B,9933BC
Onderdendam,Winsumertrekpad,1,,9959PA
Blijham,Raadhuisstraat,66,,9697PS
Groningen,Jacob Catsstraat,39,,9716GA
Blijham,Hoofdweg,23,,9697NA
Appingedam,Rengersstraat,147,,9902GV
Spijk,Hoofdweg-Zuid,7,,9909BA
Groningen,Helper Esweg,1,,9722RP
Holwierde,Stenenpad,6,,9905PK
Spijk,Tuinbouwweg,6,,9909BC
Delfzijl,Kustweg,171,,9933AG
Appingedam,Köstersgang,1,,9901DB
Bedum,Wroetende Mol,1,,9781TC
Delfzijl,Skagerrak,262,,9933SZ
Groningen,Gorechtkade,150,,9713CL
Bedum,Ransuil,9,,9781RJ
Groningen,Kloosterstraat,51,,9717LC
Groningen,Nachtegaalstraat,33,b,9713SN
Wagenborgen,de Hoogte,31,,9945RW
Groningen,Winschoterdiep,165,a,9724GS
Bedum,Industrieweg,21,A,9781AC
Groningen,Schoolstraat,19,a,9712JP
Delfzijl,Menno van Coehoornsingel,8,,9934GP
Delfzijl,Maisveld,10,,9932JW
Bedum,Almastraat,16,,9781AP
Delfzijl,Melkweg,38,,9933HB
Bedum,Boterdiep Oz,22,,9781JB
Delfzijl,Jachtlaan,18,,9934JB
Wagenborgen,de Wilgen,5,,9945RB
Bedum,Noordwolderweg,103,,9781AG
Godlinze,Rengersweg,7,,9908PL
Delfzijl,Boeierlaan,23,,9934JL
Delfzijl,Midscheeps,85,,9934RR
Ten Boer,Jan Altinkstraat,9,,9791DM
Veelerveen,Venneweg,40,,9566PA
Appingedam,Heerdlaan,4,04,9901CC
Delfzijl,Finsestraat,206,,9933PP
Farmsum,Ridenbergstraat,17,,9936BE
Onderdendam,Mr Van Roijenstraat,11,,9959PN
Groningen,Kolfstraat,46,,9717GS
Appingedam,Heerdlaan,4,40,9901CC
Groningen,Concordiastraat,37,a,9741BB
Delfzijl,Brander,13,,9934NR
Delfzijl,Juisterrif,26,,9931BL
Termunterzijl,Diekstok,8,d,9948PJ
Bellingwolde,Parallelweg,8,,9695CV
Appingedam,Schoolstraat,23,,9902AP
Bedum,Prof Boermastraat,2,K-207,9781JS
Spijk,Hoofdweg-Noord,26,,9909AD
Groningen,Populierenlaan,87,,9741HB
Delfzijl,Midscheeps,109,,9934RR
Woltersum,Bouwerschapweg,41,,9795TA
Groningen,Paterswoldseweg,85,a,9727BB
Delfzijl,Kustweg,267,,9933AK
Delfzijl,Skagerrak,62,,9933SP
Appingedam,Tjamsweersterweg,29,,9901TB
Groningen,Merwedestraat,107,,9725KC
Appingedam,Wijkstraat,85,,9901AH
Wagenborgen,Hoofdweg,21,,9945PA
Blijham,Oosteinde,37,,9697XE
Groningen,Plutolaan,159,,9742GD
Appingedam,Westersingel,56,A,9901GJ
Bedum,De Kastanje,13,,9781VC
Bedum,De Horst,5,,9781XW
Farmsum,Steenweg,26,,9936BP
Groningen,Tuinbouwstraat,14,a,9717JH
Delfzijl,Biessumerwaard,22,,9931ED
Groningen,Spirealaan,130,,9741PG
Delfzijl,Johan van den Kornputplein,25,,9934EA
Delfzijl,Marcus Buschstraat,22,,9934GL
Delfzijl,Strijker,14,,9934NL
Wagenborgen,Menterne,8,,9945RA
Appingedam,Klaverstraat,29,,9903BS
Wagenborgen,de Wilgen,38,,9945RB
Appingedam,Beukenlaan,61,,9902PB
Ten Post,Medenweg,7,,9792TB
Delfzijl,Ploeg,32,,9932AN
Groningen,Meerpaal,206,,9732AM
Bedum,De Haken,35,,9781ND
Farmsum,Eemskanaal Z.Z.,22,C,9936AM
Groningen,Golfslag,72,,9732MD
Delfzijl,Ede Staalstraat,179,,9933KP
Groningen,Berkenlaan,53,,9741JL
Woldendorp,AE-weg,43,,9946RJ
Groningen,Kostersgang,22,b,9711CX
Groningen,Martenstraat,13,,9724LA
Groningen,Meerpaal,259,,9732AP
Groningen,Irislaan,58,b,9713RL
Bellingwolde,Noorderstraat,11,,9695HL
Delfzijl,Oslofjord,40,,9933VE
Groningen,Nieuwe Blekerstraat,112,,9718EM
Bierum,Torenlaan,11,,9906PM
Garmerwolde,L. van der Veenstraat,13,,9798PK
Garmerwolde,Lageweg,8,,9798TG
Delfzijl,Abel Tasmanplein,1,,9934GD
Bedum,Trompstraat,1,,9781BT
Blijham,Hoofdweg,205,,9697NG
Delfzijl,Schuitenzand,59,,9931AC
Bedum,'t Holtstek,10,,9781NK
Appingedam,Gouden Pand,11,,9901EG
Groningen,Soerabajastraat,29,b,9715LN
Appingedam,Jonkerslaan,21,,9901HC
Wagenborgen,H.L. Emmensweg,14,,9945PX
Delfzijl,Boeierlaan,1,,9934JL
Groningen,Nieuwstad,39,7,9711JN
Delfzijl,Kattegat,49,,9933TM
Holwierde,Het Vliet,14,,9905TK
Groningen,Mezenplein,2,,9713PT
Delfzijl,Simonszand,11,,9931AN
Delfzijl,Veldoven,58,,9934LZ
Groningen,Planetenlaan,453,,9742HR
Farmsum,Nieuwstad,7,,9936CA
Appingedam,De Brussen,1,,9903CA
Godlinze,Hoofdweg,39,,9908PA
Groningen,Van Oldenbarneveltlaan,201,,9716EG
Delfzijl,Waterstraat,21,A,9934AP
Holwierde,Juffertoren,15,,9905RH
Holwierde,Bansumerweg,14,,9905PR
Groningen,Grote Leliestraat,23,1,9712SN
Groningen,P.J. Noël Bakerstraat,186,,9728WG
Delfzijl,Waterstraat,70,,9934AX
Appingedam,Stationsweg,1,,9901CP
Bedum,Prof Boermastraat,2,K-012,9781JS
Groningen,Van Panhuysstraat,1,a,9721GA
Groningen,S.S. Rosensteinlaan,14,a,9713AT
Blijham,Swikstellen,28,,9697PX
Groningen,Patrijspoort,129,,9733GR
Groningen,Zandsteenlaan,33,,9743TH
Bedum,Boterdiep Wz,30,,9781EJ
Wedde,Esweg,8,,9698AL
Delfzijl,Schoenerlaan,8,,9934ES
Groningen,Patrijspoort,112,,9733GP
Delfzijl,Stuurhuis,7,,9934RX
Bedum,Mensemastraat,18,,9781DC
Delfzijl,Rolblok,6,,9932AG
Groningen,Laan van de Vrede,35,,9728CB
Delfzijl,Ringoven,52,,9934LE
Blijham,Bovenlanden,54,,9697NX
Groningen,Wibenaheerd,94,,9736PG
Spijk,Westersingel,4,,9909BJ
Groningen,Zaagmuldersweg,55,b,9713LE
Appingedam,Heerdlaan,2,406,9901CC
Groningen,Meerpaal,287,,9732AS
Bedum,Meerkoet,1,,9781ZM
Godlinze,Stelterweg,24,,9908PJ
Delfzijl,Wijnekenlaan,10,,9934PN
Zuidwolde,Van Starkenborghstraat,3,,9785BK
Groningen,Uranusstraat,49,,9742JV
Groningen,Wibenaheerd,205,,9736PN
Groningen,Maria Dermoutlaan,46,,9721VK
Bedum,Burchtstraat,1,G,9781BA
Farmsum,Vliethorn,14,,9936CM
Delfzijl,Jachtlaan,2,B,9934JA
Delfzijl,Koningsplaat,17,,9931CG
Groningen,Radijsstraat,36,,9741BP
Delfzijl,Boekweitkamp,16,,9932MA
Ten Boer,Wedmanstraat,8,,9791BK
Delfzijl,Burgemeester Buiskoolplein,30,,9934PA
Delfzijl,Wendakker,24,,9932AT
Groningen,Padangstraat,23,,9715CL
Bedum,Langs de Lijn,2,,9781CX
Delfzijl,Vlaskamp,19,,9932JV
Delfzijl,Oslofjord,51,,9933VB
Groningen,Bordewijklaan,105,,9721WD
Groningen,Prinsesseweg,6,,9717BH
Bellingwolde,Hoofdweg,288,,9695AW
Appingedam,Georg van Saksenlaan,27,,9902JC
Bedum,Kwekerij,14,,9781LS
Groningen,Invasiestraat,129,,9728CL
Bedum,Kieviet,6,,9781XB
Appingedam,Wijkstraat,54,,9901AK
Farmsum,Borgweg,63,,9936EK
Farmsum,Afwateringskanaal,103,A,9936AV
Ten Boer,Groene Zoom,84,,9791BE
Appingedam,Klaprooslaan,18,,9903EL
Holwierde,De Schelp,7,,9905TH
Delfzijl,Klinkersteen,6,,9934LP
Groningen,De Savornin Lohmanlaan,14,a,9722HG
Wagenborgen,Kerkstraat,32,,9945SG
Ten Post,Tammingastraat,8,,9792PR
Appingedam,Pieter Veningastraat,16,,9902EM
Spijk,Kwelderweg,1,,9909AG
Groningen,Winschoterdiep,69,c,9724GK
Groningen,Diamantlaan,101,,9743BC
Appingedam,Opwierderweg,103,,9902RB
Groningen,Heymanslaan,29,a,9714GG
Bedum,De Kastanje,6,,9781VB
Delfzijl,Jacob van Heemskerkstraat,3,,9934GV
Delfzijl,Kustweg,579,,9933AZ
Groningen,Timpweg,1,,9731AK
Appingedam,Farmsumerweg,101,a,9902BN
Groningen,Camphuysenstraat,178,,9721KL
Appingedam,Heiman Akkerstraat,50,,9902GH
Meedhuizen,Hoofdstraat,72,,9937PE
Ten Post,Eestumerweg,4,,9792RC
Groningen,Asingastraat,76,,9716ER
Appingedam,Woldweg,99,,9902AC
Delfzijl,Havenstraat,22,,9934AB
Groningen,Zonnelaan,23,,9742BA
Groningen,Sabotagelaan,114,,9727CT
Groningen,Havenstraat,30,,9712TA
Bedum,Stationsweg,57,B,9781CG
Groningen,Begoniastraat,59,,9713NB
Groningen,Nassaulaan,42,a,9717CL
Groningen,P.C. Hooftlaan,18,,9721JM
Thesinge,Thesingerweg,15,,9797TG
Groningen,Menkemaheerd,3,,9737LA
Delfzijl,Hooiven,10,,9932JJ
Appingedam,Broerstraat,4,b,9901EK
Meedhuizen,Schaapbulterweg,19,,9937TL
Groningen,Herestraat,95,b,9711LE
Spijk,Mevr. Evers-Dijkhuizenlaan,23,,9909EA
Holwierde,Bierumerweg,2,,9905TB
Groningen,Multatulistraat,2,,9721NK
Delfzijl,Sikkel,12,,9932BD
Holwierde,Balkgat,4,,9905RN
Groningen,Radijsstraat,7,a,9741BJ
Wagenborgen,Familie Bronsweg,2,H,9945PR
Groningen,Berlageweg,84,,9731LK
Delfzijl,Kustweg,25,809,9933AA
Groningen,Davidstraat,31,,9725BP
Groningen,Parelstraat,258,,9743JZ
Meedhuizen,Cereslaan,17,,9937PH
Groningen,Bekemaheerd,44,,9737PT
Groningen,Verlengde Oosterweg,18,b,9725BC
Groningen,Froukemaheerd,186,,9736RR
Zuidwolde,Schoolstraat,4,,9785BB
Wedde,Borgesiusweg,3,,9698XS
Delfzijl,Wendakker,17,,9932AT
Ten Boer,Reigerhof,6,,9791EP
Appingedam,De Rank,9,,9902CW
Appingedam,Heiman Akkerstraat,35,,9902GE
Bellingwolde,Sportweg,36,,9695EC
Groningen,Aquamarijnstraat,64,,9743RB
Termunterzijl,Mello Coendersbuurt,44,,9948PN
Groningen,Kobaltstraat,23,,9743RM
Appingedam,De Paasweide,72,117,9901EZ
Termunten,Kenninckweg,10,,9947PB
Farmsum,Dijkrecht,28,,9936GK
Groningen,Nieuwe Boteringestraat,38,a,9712PM
Delfzijl,Boeierlaan,18,A,9934JM
Groningen,Elzenlaan,18,,9741NE
Groningen,Ganzevoortsingel,19,,9711AJ
Wagenborgen,de Wilgen,50,,9945RB
Woldendorp,AE-weg,16,,9946RK
Groningen,Illegaliteitslaan,26,,9727EC
Bellingwolde,Sportweg,61,,9695EC
Groningen,Korreweg,236,a,9715AN
Groningen,Engelberterweg,92,,9723EP
Bedum,Kieviet,13,,9781XC
Bedum,Steenuil,22,,9781RL
Bedum,Trompstraat,22,,9781BV
Lellens,Lellenstermaar,1,,9794PC
Bedum,Waldadrift,24,,9781KD
Groningen,Jacob Catsstraat,154,,9716GH
Ten Boer,Fazanthof,21,,9791GA
Groningen,Semarangstraat,33,a,9715JS
Groningen,Het Want,68,,9733BD
Termunterzijl,Schepperbuurt,15,,9948PR
Delfzijl,Jan van Galenstraat,19,,9934HA
Groningen,Pioenstraat,73,,9713XR
Vriescheloo,Wedderweg,32,,9699RE
Groningen,Amkemaheerd,309,,9736KA
Groningen,Bleekveld,46,,9711XV
Bierum,Hereweg,4,,9906PE
Appingedam,Focco Ukenalaan,19,,9902GA
Groningen,Koeriersterweg,57,,9727AE
Groningen,Vlierstraat,21,,9741HT
Groningen,Woldweg,26,,9734AD
Groningen,Hora Siccamasingel,253,,9721HG
Groningen,Bekemaheerd,58,,9737PV
Groningen,Beukenlaan,1,,9741HJ
Groningen,Bloemstraat,23,,9712LA
Delfzijl,Burgemeester Boeremalaan,14,,9934EM
Delfzijl,Skagerrak,255,,9933SM
Delfzijl,Kustweg,437,,9933AS
Appingedam,Bolwerk,25,,9901GA
Appingedam,Harmoniestraat,43,,9901CV
Groningen,E. Thomassen à Thuessinklaan,23,b,9713JR
Groningen,Briljantstraat,123,,9743ND
Wagenborgen,Hoofdweg,98,,9945PJ
Delfzijl,De Vennen,131,,9934AD
Veelerveen,Venneweg,23,,9566TA
Delfzijl,Zwaluwoever,35,,9932LA
Delfzijl,Jan Plenterstraat,22,,9933KG
Groningen,Rozemarijnstraat,41,,9731HJ
Bellingwolde,Parallelweg,4,,9695CV
Spijk,Westersingel,2,,9909BJ
Groningen,Sledemennerstraat,43,,9718BX
Appingedam,Gouden Pand,12,,9901EH
Holwierde,Hoofdweg,61,,9905PB
Groningen,Schuitendiep,70,a,9711RG
Delfzijl,Burgemeester Buiskoolplein,13,,9934PA
Bedum,Buizerd,6,,9781XN
Groningen,Berlageweg,93,,9731LK
Ten Boer,Fazanthof,5,,9791GA
Delfzijl,Zwanendrift,29,,9932LN
Bellingwolde,Hoofdweg,45,,9695AB
Farmsum,Vliethorn,12,,9936CM
Groningen,Graaf Adolfstraat,56,a,9717EH
Groningen,De Klerkstraat,3,,9731MP
Delfzijl,Oslofjord,53,,9933VB
Groningen,De Genestetstraat,36,,9721NW
Blijham,Kruirad,1,,9697MD
Delfzijl,Polarisweg,139,,9933HE
Groningen,Zuiderweg,56,1,9745AE
Groningen,Jozef Israëlsstraat,58,,9718GN
Appingedam,Heerdlaan,2,018,9901CC
Groningen,Rijnstraat,46,,9725EW
Bedum,Ceresakker,20,,9781KL
Wagenborgen,Bijmoldslaan,3,,9945SN
Farmsum,Achterweg,10,,9936EG
Ten Post,Jan Zijlstraat,23,,9792PT
Delfzijl,Koningin Julianalaan,20,,9934EE
Bellingwolde,Sportweg,24,,9695EC
Groningen,Kochstraat,156,,9728KJ
Delfzijl,Walker,4,,9934LK
Groningen,De Brink,180,,9723AM
Vriescheloo,Westert,2,,9699RG
Groningen,Van Kerckhoffstraat,16,a,9714BN
Appingedam,Patrimoniumstraat,5,,9902BA
Groningen,Duinkerkenstraat,40,,9723BT
Bedum,De Bongerd,3,,9781NL
Groningen,Lijzijde,106,,9733LE
Ten Boer,Fazanthof,47,,9791GB
Groningen,Damsterdiep,197,b,9713EC
Bedum,Ceresakker,11,,9781KJ
Onderdendam,Beckeringhstraat,9,,9959PT
Groningen,Helene Swarthlaan,92,,9721TX
Ten Boer,Standwerker,31,,9791MC
Groningen,Centaurstraat,6,,9742PP
Ten Boer,Bloemhof,61,,9791LB
Groningen,W.L.S. Churchillstraat,27,,9728SE
Groningen,Paterswoldseweg,287,1,9728AH
Farmsum,Borgweg,41,,9936EJ
Bedum,Kieviet,7,,9781XC
Delfzijl,Kraaienbos,56,,9932LL
Groningen,Elzenlaan,40,,9741NE
Groningen,Grevingaheerd,29,,9737SC
Groningen,Van Sijsenstraat,53,,9724NM
Farmsum,Ripperdastraat,39,,9936BB
Bedum,Schoolstraat,20,,9781JN
Appingedam,Lange Sissen,24,,9903GC
Groningen,Tweede Willemstraat,54,b,9725JM
Zuidwolde,Boterdiep Wz,2,,9785AJ
Delfzijl,Jachtlaan,30,B,9934JC
Groningen,Coronastraat,28,,9742EG
Groningen,Nieuwe Sint Jansstraat,12,,9711VJ
Delfzijl,Kustweg,6,A,9933BA
Groningen,W. Dreesstraat,62,,9728SV
Delfzijl,Prins Bernhardlaan,27,,9934EK
Groningen,Kleine Haddingestraat,6,,9711KG
Groningen,Esdoornlaan,139,,9741KB
Bedum,Wouw,5,,9781XP
Zuidwolde,Boterdiep Oz,16,,9785AB
Delfzijl,Koningin Wilhelminapark,38,,9934EJ
Appingedam,Pelikaanstraat,13,,9902AL
Bedum,Krijthehof,5,C,9781KV
Wagenborgen,H.L. Emmensweg,12,,9945PX
Appingedam,Delfzijlsterweg,12,,9901BT
Groningen,Valreep,3,,9732EE
Groningen,Henri Dunantlaan,112,,9728HD
Appingedam,Derk Boeremastraat,16,,9903AR
Appingedam,Georg van Saksenlaan,19,b,9902JB
Delfzijl,Oranjestraat,68,,9934BB
Groningen,Jensemaheerd,71,,9736CE
Delfzijl,Titanstraat,7,,9933CE
Appingedam,Westersingel,86,,9901GK
Blijham,Kruirad,15,,9697MD
Appingedam,Heiman Akkerstraat,13,,9902GE
Vriescheloo,Dorpsstraat,110,,9699PK
Wagenborgen,de Hoogte,36,A,9945RX
Appingedam,Gerrit Raapstraat,27,,9902EE
Groningen,Eyssoniusstraat,27,a,9714BR
Groningen,Radesingel,18,a,9711EJ
Groningen,Sabotagelaan,154,,9727CT
Groningen,Kajuit,57,,9733CC
Delfzijl,Groenland,9,,9933PA
Blijham,Kochspad,7,,9697SV
Ten Boer,Ticheldobben,7,,9791CZ
Groningen,Bloemstraat,34,,9712LE
Groningen,Pluimerstraat,33,a,9711SV
Ten Boer,Kloosterstraat,35,,9791EE
Wedde,Paviljoenweg,2,H108,9698XX
Groningen,Metaallaan,279,,9743BW
Groningen,Isebrandtsheerd,27,,9737LG
Bedum,Verbindingsweg,37,,9781DA
Farmsum,Molenstraat,34,,9936ED
Delfzijl,Horsbornplaat,86,,9931CN
Onderdendam,Bedumerweg,28,,9959PG
Appingedam,Stadshaven,29,b,9902DA
Appingedam,Hopstraat,4,,9903BV
Meedhuizen,Cereslaan,1,,9937PH
Bedum,'t Holtstek,13,,9781NJ
Blijham,Raadhuisstraat,11,,9697PN
Groningen,Sloep,89,,9732CD
Delfzijl,Schuitenzand,25,,9931AB
Ten Boer,Ambachtsweg,14,,9791DD
Vriescheloo,2e Loosterlaan,4,,9699PR
Ten Post,Hendrik Veldmanstraat,9,,9792PN
Groningen,Vestdijklaan,388,,9721ZL
Groningen,Koolstraat,28,a,9717KE
Delfzijl,Stelmakerij,16,,9932GL
Groningen,Steenhouwerskade,95,,9718DH
Woldendorp,AE-weg,1,,9946RH
Ten Boer,Fazanthof,30,,9791GC
Farmsum,Vliethorn,18,,9936CM
Farmsum,Koestraat,34,A,9936CG
Farmsum,Eemskanaal Z.Z.,70,,9936AP
Woltersum,Kollerijweg,58,,9795PN
Groningen,Lingestraat,32,,9725GS
Bedum,Schoolstraat,2,B,9781JN
Groningen,Sint Jansstraat,19,b,9712JM
Delfzijl,Voorplecht,2,,9934RZ
Groningen,Parkweg,84,a,9725EL
Wedde,Oostersingel,46,,9698BC
Groningen,Planetenlaan,591,,9742HV
Delfzijl,Marcus Buschstraat,45,,9934GG
Groningen,Semarangstraat,56,,9715JZ
Oudeschans,Voorstraat,6,,9696XH
Groningen,Semarangstraat,38,,9715JZ
Groningen,Nijensteinheerd,126,,9736TK
Appingedam,Opwierderweg,59,,9902RB
Ten Boer,Marskramer,31,,9791MB
Oudeschans,Voorstraat,21,,9696XG
Oudeschans,Voorstraat,18,,9696XH
Groningen,Emingaheerd,92,,9736GN
Blijham,Plantsoenweg,42,,9697PM
Appingedam,Doede van Amsweerlaan,5,,9902KK
Wedde,Oerdeweg,32,,9698XR
Delfzijl,Koperzand,49,,9931BB
Bellingwolde,Hoofdweg,100,,9695AN
Groningen,Bunnemaheerd,71,,9737RK
Bierum,Spijksterweg,6,,9906PA
Groningen,Admiraal de Ruyterlaan,18,,9726GS
Termunterzijl,Antoni Verburghwijk,57,,9948PB
Groningen,Meerpaal,122,,9732AH
Groningen,K. de Vriezestraat,37,,9741AG
Delfzijl,Koningin Wilhelminapark,87,,9934EH
Groningen,Celebesstraat,41,a,9715JB
Oudeschans,Ulsderweg,11,,9696XV
Groningen,Weegschaalstraat,38,,9742NZ
Groningen,Parkweg,27,a,9725EA
Groningen,Jacob Catsstraat,31,,9716GA
Bedum,De Lijnbaan,53,,9781LK
Groningen,Ruiterstraat,2,,9711CE
Bellingwolde,Hoofdweg,294,,9695AX
Groningen,Kochstraat,236,,9728KL
Bedum,De Vlijt,30,,9781NR
Spijk,Tweehuizerweg,14,,9909TL
Groningen,Padangstraat,18,,9715CP
Appingedam,Korenbloemstraat,12,,9903EC
Bedum,De Vlasakker,30,,9781LG
Groningen,Moesstraat,35,b,9717JV
Bedum,Krijthehof,3,N,9781KV
Groningen,Tuinbouwstraat,111,,9717JG
Appingedam,Professor d Blécourtstraat,6,,9902EC
Delfzijl,Kustweg,103,,9933AD
Appingedam,Harddraversplein,51,,9902CX
Ten Boer,Koopmansplein,26,,9791MA
Delfzijl,Sikkel,3,,9932BD
Wedde,Wedderhöfte,34,,9698AW
Appingedam,Burgemeester Lewe van Aduardstraat,38,,9902NN
Groningen,Bunnemaheerd,91,,9737RL
Bellingwolde,Groene Kruislaan,14,,9695BB
Delfzijl,Prins Bernhardlaan,12,,9934EK
Groningen,Nieuwe Kijk in 't Jatstraat,65,a,9712SE
Groningen,Diephuisstraat,2,,9714GW
Delfzijl,Kustweg,490,,9933BX
Bedum,Prof Boermastraat,2,K-009,9781JS
Groningen,Steenhouwerskade,34,,9718DC
Groningen,Verlengde Hereweg,206,,9722AN
