Stockholm,Birger Jarlsgatan,117,,113 56
Älvsjö,Helgestavägen,95,E,125 41
Bromma,Elias Lönnrots Väg,5,B,168 46
Spånga,Bågskyttsgränd,7,,163 55
Bagarmossen,Gimågatan,20,,128 48
Enskede,Gubbängsvägen,73,,122 44
Bromma,Dartanjangs Gata,20,,168 71
Kista,Nykarlebygatan,154,,164 78
Vällingby,Basgränd,179,,162 47
Kista,Koldinggatan,4,,164 46
Bromma,Djupdalsvägen,100,,167 72
Enskede,Oppundavägen,33,,122 48
Enskede,Muskögatan,36,,122 48
Hässelby,Fagerstrand,11,A,165 71
Stockholm,Igeldammsgatan,11,,112 49
Stockholm,Gästrikegatan,8,A,113 62
Kista,Bergengatan,47,,164 37
Bromma,Dukvägen,36,,168 73
Spånga,Ovanbygränd,18,,163 70
Bromma,Murarvägen,7,,168 33
Stockholm,Katarina Kyrkobacke,3,,116 20
Johanneshov,Hammarbybacken,43,,121 45
Älvsjö,Brushaneslingan,46,,125 56
Bromma,Ekebyvägen,15,,168 39
Enskede,Lingvägen,74,,122 40
Stockholm,Fridhemsgatan,10,B,112 40
Hägersten,Bjällervägen,11,,129 46
Älvsjö,Herrängsvägen,26,A,125 54
Hägersten,Hägerstensvägen,319,,129 41
Stockholm,Hornsgatan,19,,118 46
Årsta,Borensvägen,38,,120 52
Hässelby,Fyrklöversbackarna,21,,165 65
Vällingby,Ivarskärrsvägen,45,,162 44
Stockholm,Anders Reimers Väg,13,,117 50
Skarpnäck,Gladiolusvägen,32,,128 39
Enskede,Nylandsgatan,12,,122 37
Älvsjö,Pendlargatan,5,,125 31
Stockholm,Adolf Fredriks Kyrkogata,1,,111 37
Vällingby,Dalkärrsleden,13,,162 71
Stockholm,Alsnögatan,9,,116 41
Enskede,Bastuhagsvägen,6,,122 42
Älvsjö,Nejlikevägen,29,,125 55
Hässelby,Kråkvickersgränd,4,A,165 72
Älvsjö,Falkvägen,6,,125 34
Bandhagen,Bäverbäcksgränd,57,,124 62
Hässelby,Blomsterkungsvägen,306,,165 77
Hässelby,Hammarbrinken,28,A,165 71
Vällingby,Basgränd,40,,162 47
Hässelby,Edelundavägen,51,,165 70
Spånga,Erik Tegels Väg,67,,163 42
Bromma,Kamomillagatan,21,,168 72
Stockholm,Gaveliusgatan,5,D,116 41
Spånga,Gränsvägen,114,,163 52
Bromma,Holbergsgatan,114,,168 45
Stockholm,Munkbrogatan,6,,111 27
Stockholm,Mäster Mikaels Gata,10,C,116 20
Bromma,Gesundaplan,59,,167 43
Bromma,Beckomberga Allé,10,,168 60
Sköndal,Mickel Bagares Gränd,103,,128 66
Bandhagen,Gällerstagränd,79,,124 76
Skarpnäck,Flitgränd,16,,128 38
Sköndal,Klenätvägen,1,,128 69
Älvsjö,Eldsbergagränd,7,,125 73
Kista,Akalla By,7,,164 78
Farsta,Farstavägen,131,,123 32
Hässelby,Berghamnsvägen,57,,165 71
Bagarmossen,Nidälvsgränd,4,,128 44
Bromma,Annedalsvägen,38,,168 70
Bromma,Drachmannsgatan,9,,168 49
Spånga,Gränsvägen,252,,163 52
Bromma,Gliavägen,105,,168 58
Stockholm,Nybrogatan,42,,114 40
Stockholm,Odengatan,15,,114 24
Hässelby,Blomsterkungsvägen,133,,165 77
Enskede,Lemmings Väg,52,,122 44
Farsta,Hauptvägen,75,,123 58
Stockholm,Lilla Bantorget,23,,111 23
Skärholmen,Ekholmsvägen,195,B,127 47
Bromma,Mossens Handelsväg,15,,167 58
Bromma,Brennervägen,30,,168 55
Hässelby,Blomsterkungsvägen,114,,165 77
Stockholm,Klyvarvägen,5,,117 68
Hägersten,Bjällervägen,39,,129 46
Hässelby,Lindaus Väg,38,,165 72
Hässelby,Kvarnhagsgatan,86,,165 54
Sköndal,Mazarinvägen,10,,128 67
Skärholmen,Bredholmstorget,14,,127 48
Sköndal,Gråhundsvägen,178,,128 62
Bromma,Hoburgsstigen,5,A,167 37
Farsta,Molkomsbacken,49,,123 33
Kista,Nykarlebygatan,208,,164 78
Stockholm,Drottninggatan,55,,111 21
Stockholm,Luxgatan,10,,112 62
Stockholm,Kommendörsgatan,8,M,114 48
Spånga,Dagsverksvägen,255,,163 55
Hägersten,Fredrika Bremers Gata,62,,129 51
Enskede,Getfotsvägen,49,,122 46
Enskededalen,Gamla Tyresövägen,336,,121 33
Bromma,Gamla Bromstensvägen,49,,168 64
Bromma,Drachmannsgatan,7,,168 49
Skärholmen,Fiskarfjärdsstranden,24,,127 41
Bromma,Bergslagsvägen,270,,168 53
Hägersten,Karstensvägen,15,,129 38
Johanneshov,Eggegrundsvägen,8,,121 56
Stockholm,Maria Bangata,15,,118 63
Spånga,Kärvbacken,5,A,163 55
Bromma,Flöjelgatan,12,,167 65
Hässelby,Aprikosgatan,36,,165 60
Stockholm,Baldersgatan,2,,114 27
Stockholm,Frejgatan,99,,113 26
Hässelby,Berguddsvägen,12,,165 71
Stockholm,Aluddsvägen,3,C,112 65
Skarpnäck,Cox Pomonavägen,5,,128 39
Stockholm,Gröndalsvägen,151,,117 69
Farsta,Munkforsplan,39,,123 47
Stockholm,Lustgårdsgatan,11,,112 51
Stockholm,Böttigervägen,11,,112 44
Bromma,Kanaans Väg,82,,168 44
Stockholm,Drottning Kristinas Väg,23,,114 28
Enskede,Hägervägen,38,,122 39
Stockholm,Grev Magnigatan,14,,114 55
Skärholmen,Bogsätravägen,8,,127 38
Hägersten,Backvindeln,45,,129 42
Stockholm,Dalagatan,39,B,113 23
Kista,Haukadalsgatan,12,,164 40
Stockholm,Härdgången,11,,113 43
Älvsjö,Långbrodalsvägen,73,A,125 57
Bromma,Alviksvägen,93,,167 53
Bromma,Attundavägen,23,,168 58
Stockholm,Hornsgatan,44,C,118 21
Stockholm,Artillerigatan,20,,114 51
Enskede,Olympiavägen,80,,122 40
Hägersten,Bandyvägen,89,,129 49
Hässelby,Mossrosbacken,5,,165 72
Hässelby,Liden,21,,165 74
Bromma,Alviksvägen,78,,167 53
Vällingby,Jämtlandsgatan,114,,162 60
Vällingby,Krossgatan,30,,162 50
Stockholm,Igeldammsgatan,33,,112 49
Hägersten,Lina Sandells Plan,10,,129 53
Enskede,Mölndalsbacken,112,,122 66
Älvsjö,Mickelsbergsvägen,218,,125 54
Bagarmossen,Kolbäcksgränd,23,,128 46
Bromma,Björkbacksvägen,71,,168 69
Bromma,Ljunglöfsvägen,8,,168 52
Bromma,Blackebergsbacken,41,,168 52
Skarpnäck,Kanslersvägen,26,,128 38
Hägersten,Fastlagsvägen,58,,126 47
Spånga,Bärkingeplan,21,,163 66
Stockholm,Karlavägen,64,B,114 49
Vällingby,Jämtlandsgatan,130,,162 60
Enskede,Gubbängsvägen,82,,122 45
Hässelby,Bergsliden,10,,165 72
Stockholm,Döbelnsgatan,24,,113 52
Årsta,Gullmarsvägen,81,,120 39
Bandhagen,Harpsundsvägen,30,,124 58
Spånga,Gunnebogatan,22,B,163 53
Bromma,Igelkottsvägen,3,,167 56
Hägersten,Bandyvägen,33,,129 49
Hägersten,Hökarvägen,16,,129 41
Hässelby,Kvickrotsgränd,6,,165 76
Kista,Isafjordsgatan,28,B,164 40
Enskede,Hägervägen,28,,122 39
Enskede,Lemmings Väg,65,,122 44
Älvsjö,Linbodavägen,71,,125 58
Stockholm,Maria Prästgårdsgata,2,B,118 52
Hässelby,Kråkbärsgränd,15,,165 76
Vällingby,Lyckselevägen,172,,162 67
Stockholm,Kronobergsgatan,5,,112 38
Stockholm,Karlbergsvägen,87,,113 35
Stockholm,Helgagatan,36,B,118 58
Bromma,Möjbrovägen,14,,168 54
Skärholmen,Fjärdholmsgränd,34,,127 44
Bagarmossen,Nidälvsgränd,8,,128 44
Stockholm,Arsenalsgatan,5,,111 47
Bandhagen,Hovstagränd,20,,124 70
Älvsjö,Isbergavägen,13,,125 55
Enskededalen,Matilda Jungstedts Väg,6,,121 33
Enskede,Munksjövägen,11,,122 47
Stockholm,Körsbärsvägen,6,,114 23
Stockholm,Idungatan,6,,113 45
Älvsjö,Götalandsvägen,217,,125 31
Hässelby,Eklövsgränd,16,,165 76
Enskede,Karmstolsvägen,24,,122 45
Bandhagen,Almnäsvägen,4,,124 30
Älvsjö,Långbrodalsvägen,27,B,125 32
Stockholm,Grevgatan,29,,114 53
Bromma,Bergviksvägen,67,,167 63
Enskede,Enskedevägen,27,,122 32
Stockholm,Narvavägen,7,,114 60
Hässelby,Bergmyntegränd,20,,165 76
Sköndal,Giffelvägen,13,,128 69
Stockholm,Hantverkargatan,5,D,112 21
Bromma,Ibsengatan,66,,168 47
Skärholmen,Lammholmsbacken,43,,127 49
Vällingby,Björnflokevägen,201,,162 45
Stockholm,Norrskogsvägen,13,,112 64
Bromma,Holbergsgatan,176,,168 45
Bagarmossen,Byälvsvägen,255,C,128 47
Stockholm,Döbelnsgatan,17,,111 40
Hägersten,Båtsmanskroken,36,,129 40
Spånga,Finspångsgatan,49,,163 53
Spånga,Norregöksvägen,23,,163 52
Älvsjö,Blackensvägen,6,A,125 32
Hässelby,Grantoppsgränd,9,,165 77
Hägersten,Bisittargatan,22,,129 44
Kista,Akalla By,15,,164 78
Stockholm,Luxgatan,24,,112 62
Skarpnäck,Ballonggatan,7,A,128 33
Stockholm,Ekensbergsvägen,118,A,117 69
Älvsjö,Herr Stens Väg,55,,125 30
Bagarmossen,Gimågatan,32,,128 48
Vällingby,Gränsvägen,133,,162 70
Hägersten,Kryddkrämarbacken,7,,129 42
Bromma,Egilsvägen,6,,168 56
Bandhagen,Nävekvarnsvägen,4,,124 32
Hägersten,Kristallvägen,60,,126 78
Bromma,Bergviksvägen,37,,167 63
Kista,Hanstavägen,86,,164 55
Kista,Nykarlebygatan,74,,164 78
Stockholm,Hästholmsvägen,15,,116 44
Enskede,Jönåkersvägen,22,,122 48
Enskede,Hägervägen,76,,122 39
Stockholm,Döbelnsgatan,67,A,113 52
Sköndal,Lapphundsgränd,3,,128 62
Hägersten,Johannisdalsgatan,35,,129 44
Stockholm,Ormbergsvägen,14,,117 67
Hägersten,Mejselvägen,36,,126 38
Sköndal,Mickel Bagares Gränd,53,,128 66
Bromma,Arkitektvägen,32,,168 32
Bromma,Abrahamsbergsvägen,39,,168 30
Älvsjö,Nyckelpigsvägen,1,,125 57
Stockholm,Holländargatan,3,,111 36
Hässelby,Blomsterkungsvägen,136,,165 77
Stockholm,Grevgatan,30,B,114 53
Bromma,Karlebyvägen,25,,168 55
Farsta,Högerudsbacken,9,,123 73
Vällingby,Burträskgatan,61,,162 62
Vällingby,Basgränd,28,,162 47
Farsta,Fagersjövägen,206,,123 53
Hässelby,Blomsterkungsvägen,74,,165 77
Stockholm,Körsbärsvägen,5,,114 23
Farsta,Brunskogsbacken,98,,123 71
Stockholm,Barnhusgatan,4,A,111 23
Bromma,Bryggerivägen,14,,168 67
Bandhagen,Bäverdammsgränd,25,,124 63
Bromma,Bergviksvägen,43,,167 63
Sköndal,David Mårtensons Väg,5,,128 64
Årsta,Långhalsvägen,7,,120 50
Stockholm,Högalidsgatan,31,,117 30
Enskededalen,Bersågränd,72,,121 31
Bagarmossen,Lagavägen,2,,128 43
Vällingby,Kärrgränd,42,,162 46
Bagarmossen,Emågatan,36,,128 46
Bromma,Holbergsgatan,77,,168 45
Älvsjö,Lievägen,42,,125 33
Skärholmen,Eksätravägen,8,,127 61
Hägersten,Hanna Paulis Gata,23,,129 52
Hässelby,Ormängsgatan,10,C,165 56
Stockholm,Birger Jarlsgatan,15,T,111 45
Hässelby,Blomsterkungsvägen,204,,165 77
Hässelby,Neptunistigen,1,,165 71
Bromma,Abrahamsbergsvägen,85,,168 30
Hägersten,Bokbindarvägen,11,A,129 33
Spånga,Bromstens Brink,6,,163 41
Stockholm,Folkungagatan,92,,116 22
Bagarmossen,Klarälvsvägen,20,,128 44
Bromma,Gnejsvägen,12,,167 64
Bandhagen,Mällstensgränd,14,,124 51
Hässelby,Markviksvägen,18,,165 59
Bromma,Bureusvägen,27,,168 56
Bromma,Besmansvägen,21,,168 34
Enskede,Bandhagsvägen,40,,122 42
Skärholmen,Idholmsvägen,84,,127 47
Enskede,Gubbängsvägen,42,,122 44
Spånga,Domnarvsgatan,4,C,163 53
Stockholm,Grev Turegatan,11,C,114 46
Farsta,Fryksdalsbacken,6,,123 43
Hägersten,Hägerstensvägen,325,,129 41
Stockholm,Lodgatan,3,,114 30
Stockholm,Bondegatan,47,,116 33
Bromma,Johannesfredsvägen,62,,168 68
Hägersten,Elin Wägners Gata,17,,129 51
Stockholm,Ignatiigränd,2,A,111 27
Spånga,Fältvägen,24,,163 42
Spånga,Flystaslingan,13,,163 46
Hässelby,Grantoppsgränd,30,,165 77
Hägersten,Bisittargatan,39,,129 44
Farsta,Brunskogsbacken,38,,123 71
Spånga,Drevkroken,28,,163 54
Kista,Helsingforsgatan,23,,164 78
Skärholmen,Lilla Sällskapets Väg,115,,127 61
Stockholm,Luxgatan,22,,112 62
Hägersten,Doktor Widerströms Gata,20,,129 54
Vällingby,Oviksgatan,61,,162 64
Bromma,Byggmästarvägen,28,,168 32
Stockholm,Norr Mälarstrand,62,,112 35
Stockholm,Gästrikegatan,14,,113 62
Bromma,Börjesonsvägen,16,,168 50
Stockholm,Jakob Mommas Gata,7,,118 50
Enskededalen,Flädervägen,5,,121 34
Stockholm,Drottninghusgränd,2,,111 39
Johanneshov,Båstadsvägen,15,,121 49
Bromma,Bågvägen,40,,167 65
Stockholm,Bryggargatan,8,B,111 21
Stockholm,Nytorgsgatan,4,A,116 22
Stockholm,Hornsgatan,180,,117 34
Hässelby,Friherregatan,25,,165 58
Stockholm,Fatburs Brunnsgata,22,,118 28
Stockholm,Frihamnsgatan,11,,115 56
Hägersten,Bokbindarvägen,17,,129 33
Hässelby,Edelundavägen,48,,165 70
Bromma,Brennervägen,2,,168 55
Kista,Helsingforsgatan,57,,164 78
Spånga,Intagsgränd,21,,163 41
Stockholm,Husarvikstorget,28,,115 47
Spånga,Kronvägen,13,,163 43
Stockholm,Köpmangatan,11,,111 31
Bromma,Lillängsgatan,41,,168 58
Älvsjö,Långängsvägen,64,,125 56
Sköndal,Mandelbrödsvägen,4,,128 69
Stockholm,Hantverkargatan,71,,112 38
Kista,Hanstavägen,13,,164 53
Älvsjö,Lisebergsvägen,106,,125 35
Bandhagen,Fågelstavägen,28,,124 33
Bromma,Drachmannsgatan,20,,168 49
Bromma,Knypplerskevägen,36,,168 38
Sköndal,Bengt Bagares Gränd,2,A,128 66
Bromma,Beckombergavägen,92,,168 54
Älvsjö,Långsjövägen,68,,125 51
Vällingby,Nordingrågatan,2,,162 53
Hässelby,Bergmyntegränd,30,,165 76
Bromma,Gliavägen,130,B,168 58
Kista,Pargasgatan,42,,164 71
Stockholm,Babordsgatan,27,,120 64
Bromma,Björkbacksvägen,33,,168 69
Bromma,Gamla Bromstensvägen,41,,168 64
Hägersten,Cedergrensvägen,28,,126 36
Skärholmen,Alsätravägen,162,,127 30
Älvsjö,Långsjöhöjden,103,,125 51
Skärholmen,Gräsholmsvägen,8,C,127 46
Bromma,Beckombergavägen,133,,168 56
Farsta,Fiskmåsvägen,10,,123 53
Bromma,Fornborgsgränd,16,,168 58
Skärholmen,Lövsätragränd,28,,127 36
Bromma,Lillängsgatan,52,,168 58
Hässelby,Neptunistigen,29,B,165 71
Spånga,Bågskyttsgränd,9,,163 55
Stockholm,Artillerigatan,38,A,114 45
Stockholm,Kaknäsvägen,74,,115 27
Vällingby,Brunflogatan,10,,162 53
Stockholm,Kapellgränd,15,,116 25
Bromma,Beckombergavägen,13,,168 54
Stockholm,Nybrogatan,55,,114 40
Spånga,Ljungbyplan,27,,163 73
Vällingby,Kärrgränd,28,,162 46
